,ProgramAdministrator,ProgramName,FuelType,Sector,"NetFuelSavingAcquired,MWh",Success
1774,Rochester Gas and Electric Corporation,Small Business Direct Install Program,Electric,Commercial,51158.21,0
1775,"St. Lawrence Gas Company, Inc.",Residential Gas HVAC Program,Gas,Residential,5856.3035127,0
1776,"St. Lawrence Gas Company, Inc.",Small Commercial HVAC Program,Gas,Commercial,1076.8769229,0
1777,The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial Energy Efficiency Program,Gas,Commercial,21946.678831499998,1
1778,The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,74987.7828009,1
1779,The Brooklyn Union Gas Company d/b/a National Grid NY,Enhanced Home Sealing Incentives Program,Gas,Residential,1170.9172245,0
1780,The Brooklyn Union Gas Company d/b/a National Grid NY,Large Industrial Energy Efficiency Program,Gas,Commercial,46105.4177853,1
1781,The Brooklyn Union Gas Company d/b/a National Grid NY,Multifamily Energy Efficiency Program,Gas,Multi-Family,19140.5892648,1
1782,The Brooklyn Union Gas Company d/b/a National Grid NY,Residential Energy Star Products Program,Gas,Residential,466.31246910000004,0
1783,The Brooklyn Union Gas Company d/b/a National Grid NY,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,10699.4698968,0
1784,The Brooklyn Union Gas Company d/b/a National Grid NY,Residential HVAC Program,Gas,Residential,31544.715470099996,0
1786,Central Hudson Gas & Electric Corporation,Home Energy Reporting,Electric,Residential,54397.28,1
1787,Central Hudson Gas & Electric Corporation,Home Energy Reporting,Gas,Residential,17165.863089899998,1
1788,Central Hudson Gas & Electric Corporation,Mid-Size Commercial Business Program,Electric,Commercial,25299.31,0
1789,Central Hudson Gas & Electric Corporation,Residential Appliance Recycling Program,Electric,Residential,16735.15,1
1790,Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,125.68,1
1791,Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,6308.64,1
1792,Central Hudson Gas & Electric Corporation,Residential HVAC Program,Gas,Residential,13239.6834288,1
1793,Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Electric,Commercial,16.28,0
1794,Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Gas,Commercial,2513.3595278999996,0
1795,Central Hudson Gas & Electric Corporation,Small Business Direct Install Program,Electric,Commercial,68526.44,0
1796,"Consolidated Edison Company of New York, Inc.",Appliance Bounty Program,Electric,Residential,17402.2,0
1798,"Consolidated Edison Company of New York, Inc.",C&I Custom Efficiency Program,Electric,Commercial,94630.25,1
1799,"Consolidated Edison Company of New York, Inc.",C&I Custom Gas Efficiency Program,Gas,Commercial,17675.4532059,1
1801,"Consolidated Edison Company of New York, Inc.",C&I Equipment Rebate Program,Electric,Commercial,151220.35,1
1802,"Consolidated Edison Company of New York, Inc.",C&I Gas Efficient Equipment Rebate Program,Gas,Commercial,63380.9388771,1
1804,"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Electric,Multifamily,46345.6,0
1805,"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Gas,Multifamily,166226.4524289,0
1806,"Consolidated Edison Company of New York, Inc.",Multifamily Low-Income Program,Gas,Multifamily,7854.3316833,0
1807,"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Gas,Residential,6.3713418,0
1808,"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Electric,Residential,2663.1,0
1809,"Consolidated Edison Company of New York, Inc.",Residential Electric Program,Electric,Residential,22690.17,0
1810,"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,390.32,0
1811,"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,6443.58,0
1812,"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Gas,Residential,38770.634736600005,0
1813,"Consolidated Edison Company of New York, Inc.",Residential Room Air Conditioning Program,Electric,Residential,3213.46,0
1815,"Consolidated Edison Company of New York, Inc.",Small Business Direct Install Program,Electric,Commercial,370283.04,1
1816,Corning Natural Gas Corporation,Residential HVAC Program,Gas,Residential,5757.242921999999,0
1817,Corning Natural Gas Corporation,Small Commercial HVAC Program,Gas,Commercial,278.97333299999997,0
1818,KeySpan Gas East Corp. d/b/a National Grid,Commercial Energy Efficiency Program,Gas,Commercial,25570.436628900003,0
1819,KeySpan Gas East Corp. d/b/a National Grid,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,55266.8563221,1
1820,KeySpan Gas East Corp. d/b/a National Grid,Enhanced Home Sealing Incentives Program,Gas,Residential,1025.188167,1
1821,KeySpan Gas East Corp. d/b/a National Grid,Large Industrial Energy Efficiency Program,Gas,Commercial,19960.851165,0
1822,KeySpan Gas East Corp. d/b/a National Grid,Multifamily Energy Efficiency Program,Gas,Multifamily,4074.8745870000002,0
1823,KeySpan Gas East Corp. d/b/a National Grid,Residential Energy Star Products Program,Gas,Residential,699.3763866,1
1824,KeySpan Gas East Corp. d/b/a National Grid,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,28739.3409942,1
1825,KeySpan Gas East Corp. d/b/a National Grid,Residential HVAC Program,Gas,Residential,61804.565169,1
1826,National Fuel Gas Distribution Corporation,Low-Income Usage Reduction Program (EmPower),Gas,Residential,29832.5888073,1
1827,National Fuel Gas Distribution Corporation,Residential Rebate Program,Electric,Residential,4479.6,1
1828,National Fuel Gas Distribution Corporation,Residential Rebate Program,Gas,Residential,222690.6315825,1
1829,National Fuel Gas Distribution Corporation,Small Non-Residential Rebate (Existing Facilities),Gas,Commercial,21272.6647227,1
1830,New York State Electric & Gas Corporation,Block Bidding Program,Electric,Commercial,6958.39,0
1831,New York State Electric & Gas Corporation,C&I Custom Rebate Program,Electric,Commercial,8003.14,0
1832,New York State Electric & Gas Corporation,C&I Custom Rebate Program,Gas,Commercial,833.0192373,0
1833,New York State Electric & Gas Corporation,C&I Electric Program,Electric,Commercial,35181.88,0
1834,New York State Electric & Gas Corporation,C&I Gas Program,Gas,Commercial,7912.637959799999,0
1835,New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,2953.32,0
1836,New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,4579.0253238,0
1837,New York State Electric & Gas Corporation,Energy Saver Program,Electric,Residential,731.7,0
1839,New York State Electric & Gas Corporation,Multifamily Program,Electric,Multifamily,10429.82,0
1840,New York State Electric & Gas Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,41226.7,0
1841,New York State Electric & Gas Corporation,Residential HVAC Program,Electric,Residential,4422.48,0
1842,New York State Electric & Gas Corporation,Residential HVAC Program,Gas,Residential,122796.7959813,0
1843,New York State Electric & Gas Corporation,Small Business Direct Install Program,Electric,Commercial,109677.86,0
1844,New York State Energy Research and Development Authority,Agricultural Disaster Program,Gas,Commercial,1545.65118,0
1845,New York State Energy Research and Development Authority,Agricultural Disaster Program,Electric,Commercial,1531.57,0
1846,New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Electric,Commercial,14816.72,0
1847,New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Gas,Commercial,3856.3967634,0
1848,New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,423.35,0
1850,New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,1218.7,0
1851,New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Gas,Residential,47709.22870679999,0
1852,New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,2826.65,0
1853,New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,11043.4461558,0
1855,New York State Energy Research and Development Authority,CFL Expansion Program,Electric,Residential,980698.98,1
1856,New York State Energy Research and Development Authority,Elec. Reduction in Master-Metered Multifamily Bldgs,Electric,Multifamily,1219.71,0
1857,New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,27.62,0
1858,New York State Energy Research and Development Authority,EmPower New York Program,Gas,Residential,121244.50090439999,0
1860,New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,46967.14,0
1861,New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,9.85,0
1863,New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,347348.95,0
1864,New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,52425.630593099995,0
1866,New York State Energy Research and Development Authority,FlexTech Expansion Program,Electric,Commercial,330517.07,0
1867,New York State Energy Research and Development Authority,Flex Tech Program,Electric,Commercial,1265.61,0
1868,New York State Energy Research and Development Authority,Flex Tech Program,Gas,Commercial,60409.9300293,0
1870,New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,606.93,0
1872,New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,2377.02,0
1873,New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,84315.7290582,0
1874,New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Electric,Commercial,525516.62,1
1875,New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Gas,Commercial,481667.68711590004,1
1876,New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multifamily,571.43,0
1878,New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multifamily,10851.12,0
1879,New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Gas,Multifamily,53544.7418337,0
1881,New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multifamily,5484.5061186,0
1882,New York State Energy Research and Development Authority,Multifamily Performance Program,Electric,Multifamily,6408.64,0
1883,New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multifamily,37321.6614882,0
1884,New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,75477.1393641,1
1885,New York State Energy Research and Development Authority,New Construction Program,Electric,Commercial,117629.85,1
1886,New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,26504.3041839,1
1887,New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,97167.9768777,0
1888,New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,8242.77,0
1889,Niagara Mohawk Power Corporation,Commercial High-Eff. Heating and Water Heating,Gas,Commercial,10255.1581926,1
1890,Niagara Mohawk Power Corporation,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,76674.06948179999,1
1891,Niagara Mohawk Power Corporation,Energy Initiative - Commercial & Industrial Electric Program,Electric,Commercial,191255.71,1
1892,Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Electric,Commercial,43778.41,1
1893,Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Gas,Commercial,17747.047276200003,1
1894,Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Electric,Commercial,108660.32,1
1895,Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Gas,Commercial,17392.9806171,1
